ID;"Product name";"Product price";"Product retailer price";PZN;"Product description";"Product short-name";"Product category";"Product stock level";"Product discounted price";"Discount in %";"Discount absolute";"Adwords keywords";"Link to Product image";"Link to Product";Tags;"Active/Not Active"
AT-P2441978-15G;"Similasan Globuli gegen Schlafstörungen";"10.48 EUR";"13.90 EUR";2441978;"Die natürliche Behandlung bei Schlafstörungen";Similasan;"Beruhigung, Schlaf & Nerven > Naturheilmittel > Homöopathie > Similasan > Körperpflege > Schlaf > homöopathische Mittel";8;"10.48 EUR";33%;"3.42 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_schlafst_rung.jpg;https://www.vamida.de/similasan-globuli-gegen-schlafstorungen.html;onSale;Active
AT-P2441961-15G;"Similasan Globuli gegen Kopfschmerzen";"8.89 EUR";"13.90 EUR";2441961;"Natürliche Hilfe bei Kopfschmerzen und Migräne";Similasan;"Naturheilmittel > Schmerzen & Verletzungen > Homöopathie > Similasan > homöopathische Mittel > Schmerzmittel > Wundversorgung";3;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_kopfschmerzen.jpg;https://www.vamida.de/similasan-globuli-gegen-kopfschmerzen.html;onSale;Active
AT-P2420870-15G;"Similasan Globuli gegen Husten Nr. 2";"11.56 EUR";"13.90 EUR";2420870;"Lindern Hustenbeschwerden und erleichtert das Abhusten";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";2;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_husten_nr.2.jpg;https://www.vamida.de/similasan-globuli-gegen-husten-nr-2.html;onSale;Active
AT-P2420864-15G;"Similasan Globuli gegen Husten Nr. 1";"11.56 EUR";"13.90 EUR";2420864;"Hlft auf natürliche Weise bei Reizhusten";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";0;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan_globuli_gegen_husten_nr._1.jpg;https://www.vamida.de/similasan-globuli-gegen-husten-nr-1.html;onSale;Active
AT-P3448528-60ST;"Doppelherz system Omega-3 Konzentrat 60ST";"19.46 EUR";"18.95 EUR";3448528;"Für geistige Fitness und für Ihr Herz";"Doppelherz system";"Herz, Kreislauf & Gefäße > Doppelherz > Herz-Kreislauf > Nahrungsergänzungsmittel";0;"19.46 EUR";0%;"0.00 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/0/6/06132731_omega3_konzentrat_60er_li_600x600.jpg;https://www.vamida.de/doppelherz-system-omega-3-konzentrat-60st.html;onSale;Active
AT-P3821192-30ST;"Doppelherz system Kollagen 11.000 plus";"41.31 EUR";"44.95 EUR";3821192;"Zur Unterstützung Ihres Bewegungsapparates";"Doppelherz system";"Rücken, Gelenke & Muskeln > Doppelherz > Körperpflege > Herz-Kreislauf > Nahrungsergänzungsmittel > Herbst Abverkauf";4;"41.31 EUR";9%;"3.64 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3821192-30ST-17636542.jpg;https://www.vamida.de/doppelherz-system-kollagen-11-000-plus.html;onSale;Active
AT-P3986065-60ST;"Doppelherz system Glucosamin plus 800 60ST - Packungsgröße zurzeit nicht lieferbar ";"24.76 EUR";"26.95 EUR";3986065;"Gutes für Knochen, Knorpel und Bindegewebe";"Doppelherz system";"Rücken, Gelenke & Muskeln > Doppelherz";0;"24.76 EUR";9%;"2.19 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/0/9/09337936_glucosamin_plus_800_60er_li_600x600px.jpg;https://www.vamida.de/doppelherz-system-glucosamin-plus-800-60st.html;onSale;Active
AT-P3448468-60ST;"Doppelherz system Augen plus Sehkraft + Schutz + Tränenfilm Formel 60ST";"18.38 EUR";"18.95 EUR";3448468;"Tränenfilm Formel zum Erhalt der Sehkraft und zum Zellschutz";"Doppelherz system";"Nahrungsergänzung & Vitalität > Doppelherz > Augengesundheit > Augen & Ohren > Augen > Nahrungsergänzungsmittel";0;"18.38 EUR";3%;"0.57 EUR";"Doppelherz system";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/0/5/05517713_auge_plus_60er_li_600x600px_1.jpg;https://www.vamida.de/doppelherz-system-augen-plus-sehkraft-schutz-tranenfilm-formel-60st.html;onSale;Active
AT-P2456394-50ST;"Lefaxin Kautabletten";"5.28 EUR";"7.90 EUR";2456394;"Befreit rasch von Völlegefühl, Blähungen";Lefaxin;"Magen & Darm > Bayer > Verdauung";9;"5.28 EUR";50%;"2.62 EUR";Lefaxin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2456394-50ST-17093968.jpg;https://www.vamida.de/lefaxin-kautabletten.html;onSale;Active
AT-P2340800-20ML;"Luuf Mare Nasenspray";"5.38 EUR";"6.80 EUR";2340800;"Sanfte Nasenreinigung und Nasenpflege";"Luuf Mare";"Erkältung & Abwehr > Luuf > Apomedica > Erkältung";0;"5.38 EUR";26%;"1.42 EUR";"Luuf Mare";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luufmare_aktuell_bl.jpg;https://www.vamida.de/luuf-mare-nasenspray.html;onSale;Active
AT-P2375885-20ML;"Luuf Mare Baby Nasenspray";"5.37 EUR";"6.80 EUR";2375885;"Die sanfte Nasenreinigung für Säuglinge und Kleinkinder";"Luuf Mare Baby";"Erkältung & Abwehr > Luuf > Schwangerschaft & Baby > Apomedica > Erkältung > Schwangerschaft > Babys und Kinder > Summer Sale 2016";0;"5.37 EUR";27%;"1.43 EUR";"Luuf Mare Baby";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luufmarebaby_aktuell_bl.jpg;https://www.vamida.de/luuf-mare-baby-nasenspray.html;onSale;Active
AT-P0639713-1ST;"Luuf Lippenschutz - AUFGELASSEN ";"4.93 EUR";"5.80 EUR";639713;;"Luuf Lippenschutz - AUFGELASSEN";"Kosmetik & Pflegeprodukte > Luuf > Wintersport & Ski-Urlaub > Apomedica > Körperpflege > Summer Sale 2016";0;"4.93 EUR";18%;"0.87 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/u/luuf_lippenschutz.jpg;https://www.vamida.de/luuf-lippenschutz.html;onSale;"Not Active"
AT-P3511310-60ST;"Rennie Antacidum Spearmint Lutschtabletten zuckerfrei 60ST";"7.08 EUR";"10.50 EUR";3511310;"Schnelle und effektive Hilfe bei Sodbrennen";Rennie;"Magen & Darm > Rennie > Bayer > Verdauung";23;"7.08 EUR";48%;"3.42 EUR";Rennie;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3511310-60ST-17099708.jpg;https://www.vamida.de/rennie-antacidum-spearmint-lutschtabletten-zuckerfrei-60st.html;onSale;Active
AT-P2425525-15G;"Similasan Globuli gegen Heiserkeit";"11.56 EUR";"13.90 EUR";2425525;"Lindern Heiserkeit rasch und auf natürliche Weise";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";0;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2425525-15G-16481130.jpg;https://www.vamida.de/similasan-globuli-gegen-heiserkeit.html;onSale;Active
AT-P2420930-15G;"Similasan Globuli gegen Halsweh Nr. 2";"11.56 EUR";"13.90 EUR";2420930;"Fördert den Heilungs- prozess bei Halsentzündungen";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";1;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2420930-15G-16481023.jpg;https://www.vamida.de/similasan-globuli-gegen-halsweh-nr-2.html;onSale;Active
AT-P2420924-15G;"Similasan Globuli gegen Halsweh Nr. 1";"11.56 EUR";"13.90 EUR";2420924;"Halsweh auf natürliche Weise behandeln";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";0;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2420924-15G-16480897.jpg;https://www.vamida.de/similasan-globuli-gegen-halsweh-nr-1.html;onSale;Active
AT-P2425494-15G;"Similasan Globuli gegen Grippe - AUFGELASSEN";"10.69 EUR";"13.90 EUR";2425494;;"Similasan Globuli gegen Grippe - AUFGELASSEN";"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan";0;"10.69 EUR";30%;"3.21 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/s/i/similasan-globuli-gegen-grippe-fertig.jpg;https://www.vamida.de/similasan-globuli-gegen-grippe-vorlaufig-nicht-lieferbar.html;onSale;"Not Active"
AT-P2425519-15G;"Similasan Globuli gegen Gelenksschmerzen";"11.56 EUR";"13.90 EUR";2425519;"Auf natürliche Weise Gelenksschmerzen lindern";Similasan;"Rücken, Gelenke & Muskeln > Naturheilmittel > Homöopathie > Similasan > Sport & Fitness > Arthrose und Arthritis > homöopathische Mittel > Schmerzmittel";0;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2425519-15G-16480854.jpg;https://www.vamida.de/similasan-globuli-gegen-gelenksschmerzen.html;onSale;Active
AT-P2441027-15G;"Similasan Globuli gegen Fieber und Grippe Nr. 2 - AUFGELASSEN";"10.69 EUR";"13.90 EUR";2441027;;"Similasan Globuli gegen Fieber und Grippe Nr. 2 - AUFGELASSEN";"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan";0;"10.69 EUR";30%;"3.21 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2441027-15G-16480810.jpg;https://www.vamida.de/similasan-globuli-gegen-fieber-und-grippe-nr-2-derzeit-nicht-lieferbar.html;onSale;"Not Active"
AT-P3545266-60ST;"Similasan Tabletten gegen Magen-Darm-Beschwerden";"14.38 EUR";"13.90 EUR";3545266;"Magen-Darm-Beschwerden lindern";Similasan;"Magen & Darm > Naturheilmittel > Homöopathie > Similasan > Körperpflege > homöopathische Mittel > Verdauung";0;"14.38 EUR";0%;"0.00 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545266-60ST-16998025.jpg;https://www.vamida.de/similasan-tabletten-gegen-magen-darm-beschwerden.html;onSale;Active
AT-P3545272-60ST;"Similasan Tabletten gegen Magenbeschwerden";"14.38 EUR";"13.90 EUR";3545272;"Hilfe zur Behandlung von bei Magenbeschwerden";Similasan;"Magen & Darm > Naturheilmittel > Homöopathie > Similasan > Körperpflege > homöopathische Mittel > Verdauung";3;"14.38 EUR";0%;"0.00 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545272-60ST-16482055.jpg;https://www.vamida.de/similasan-tabletten-gegen-magenbeschwerden.html;onSale;Active
AT-P3545243-80ST;"Similasan Tabletten gegen Heuschnupfen";"12.75 EUR";"13.90 EUR";3545243;"Die homöopathische Hilfe zur Behandlung von Heuschnupfen";Similasan;"Allergie & Heuschnupfen > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";4;"12.75 EUR";9%;"1.15 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545243-80ST-16481965.jpg;https://www.vamida.de/similasan-tabletten-gegen-heuschnupfen.html;onSale;Active
AT-P3545220-60ST;"Similasan Tabletten gegen Angina";"10.81 EUR";"13.90 EUR";3545220;"Similasan Tabletten gegen Angina";Similasan;"Erkältung & Abwehr > Zahngesundheit & Mundhygiene > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel";0;"10.81 EUR";29%;"3.09 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3545220-60ST-16481850.jpg;https://www.vamida.de/similasan-tabletten-gegen-angina.html;onSale;Active
AT-P1315148-15G;"Similasan Echinacea Globuli";"12.75 EUR";"13.90 EUR";1315148;"Abwehrkräfte auf natürliche Weise stärken";Similasan;"Erkältung & Abwehr > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Summer Sale 2016";1;"12.75 EUR";9%;"1.15 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1315148-15G-16480795.jpg;https://www.vamida.de/similasan-echinacea-globuli.html;onSale;Active
AT-P0751976-10ML;"Similasan Antiallergische Augentropfen";"7.00 EUR";"9.90 EUR";751976;"Die natürliche Behandlung bei allergischenn Augenreizungen";Similasan;"Allergie & Heuschnupfen > Naturheilmittel > Homöopathie > Similasan > Heuschnupfen & Pollenallergie > Augen & Ohren > homöopathische Mittel > Augen";4;"7.00 EUR";41%;"2.90 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0751976-10ML-16480790.jpg;https://www.vamida.de/similasan-antiallergische-augentropfen.html;onSale;Active
AT-P0752444-50ML;"Similasan Tropfen gegen Wechseljahresbeschwerden";"11.56 EUR";"13.90 EUR";752444;"Wechseljahresbeschwerden auf natürliche Weise lindern";Similasan;"Für Sie & Ihn > Naturheilmittel > Homöopathie > Similasan > Frauengesundheit > homöopathische Mittel";4;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752444-50ML-16484319.jpg;https://www.vamida.de/similasan-tropfen-gegen-wechseljahresbeschwerden.html;onSale;Active
AT-P0752409-50ML;"Similasan Tropfen gegen starkes Schwitzen";"9.70 EUR";"13.90 EUR";752409;"Die übermäßige Schweiß- produktion regulieren";Similasan;"Für Sie & Ihn > Kosmetik & Pflegeprodukte > Naturheilmittel > Homöopathie > Similasan > Frisch durch den Sommer > Kosmetik > Körperpflege > Männergesundheit > Frauengesundheit > homöopathische Mittel";43;"9.70 EUR";43%;"4.20 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752409-50ML-16484203.jpg;https://www.vamida.de/similasan-tropfen-gegen-starkes-schwitzen.html;onSale;Active
AT-P0752355-50ML;"Similasan Tropfen gegen Rheuma und Gicht";"11.56 EUR";"13.90 EUR";752355;"Hilft bei rheumatischen Beschwerden!";Similasan;"Rücken, Gelenke & Muskeln > Naturheilmittel > Homöopathie > Similasan > Arthrose und Arthritis > homöopathische Mittel > Summer Sale 2016";0;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752355-50ML-16484119.jpg;https://www.vamida.de/similasan-tropfen-gegen-rheuma-und-gicht.html;onSale;Active
AT-P3959683-1ST;"Vertebene Bandscheibenkapseln - 6 Wochen Intensivprogramm";"61.65 EUR";"65.90 EUR";3959683;"Die Hilfe für Ihren Rücken";Vertebene;"Rücken, Gelenke & Muskeln > Nahrungsergänzung & Vitalität > Arthrobene > Natural Products & Drugs > Schmerzmittel > Nahrungsergänzungsmittel > Summer Sale 2016";0;"61.65 EUR";7%;"4.25 EUR";Vertebene;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3959683-1ST-17722136.jpg;https://www.vamida.de/vertebene-bandscheibenkapseln-6-wochen-intensivprogramm.html;onSale;Active
AT-P3441348-60ST;"Vertebene Bandscheibenkapseln 60ST";"29.20 EUR";"29.90 EUR";3441348;"Vertebene Bandscheibenkapseln stärken Ihren Rücken";Vertebene;"Rücken, Gelenke & Muskeln > Arthrobene > Natural Products & Drugs > Schmerzmittel";0;"29.20 EUR";2%;"0.70 EUR";Vertebene;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/v/e/vertebene_60stk_pack_left.jpg;https://www.vamida.de/vertebene-bandscheibenkapseln-60st.html;onSale;Active
AT-P0752326-50ML;"Similasan Tropfen gegen Periodenbeschwerden";"10.81 EUR";"13.90 EUR";752326;"Lindern Periodenbeschwerden auf schonende Weise";Similasan;"Für Sie & Ihn > Naturheilmittel > Homöopathie > Similasan > Frauengesundheit > homöopathische Mittel";1;"10.81 EUR";29%;"3.09 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752326-50ML-16484007.jpg;https://www.vamida.de/similasan-tropfen-gegen-periodenbeschwerden.html;onSale;Active
AT-P0752295-50ML;"Similasan Tropfen gegen Nieren-Blasen-Beschwerden";"11.56 EUR";"13.90 EUR";752295;"Hilfe zur Linderung von Nieren-Blasen-Beschwerden";Similasan;"Niere & Blase > Naturheilmittel > Homöopathie > Similasan > Erkältung > homöopathische Mittel > Niere & blase";2;"11.56 EUR";20%;"2.34 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752295-50ML-18264513.jpg;https://www.vamida.de/similasan-tropfen-gegen-nieren-blasen-beschwerden.html;onSale;Active
AT-P0752059-50ML;"Similasan Tropfen gegen nervöse Herzbeschwerden";"10.81 EUR";"13.90 EUR";752059;"Die natürliche Hilfe bei nervösen Herzbeschwerden";Similasan;"Herz, Kreislauf & Gefäße > Naturheilmittel > Homöopathie > Similasan > homöopathische Mittel > Herz-Kreislauf";1;"10.81 EUR";29%;"3.09 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752059-50ML-16483905.jpg;https://www.vamida.de/similasan-tropfen-gegen-nervose-herzbeschwerden.html;onSale;Active
AT-P0752220-50ML;"Similasan Tropfen gegen Leber-Galle-Beschwerden";"14.38 EUR";"13.90 EUR";752220;"Die homöopathische Behandlung von Leber-Galle-Beschwerden";Similasan;"Magen & Darm > Naturheilmittel > Homöopathie > Similasan > Leber & Galle > Körperpflege > homöopathische Mittel > Verdauung > Leber & Galle";1;"14.38 EUR";0%;"0.00 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752220-50ML-16483809.jpg;https://www.vamida.de/similasan-tropfen-gegen-leber-galle-beschwerden.html;onSale;Active
AT-P0752208-50ML;"Similasan Tropfen gegen Kreislaufbeschwerden";"11.35 EUR";"13.90 EUR";752208;"Die homöopathische Behandlung von Kreislaufbeschwerden";Similasan;"Herz, Kreislauf & Gefäße > Naturheilmittel > Homöopathie > Similasan > homöopathische Mittel > Herz-Kreislauf";3;"11.35 EUR";22%;"2.55 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752208-50ML-16483683.jpg;https://www.vamida.de/similasan-tropfen-gegen-kreislaufbeschwerden.html;onSale;Active
AT-P0752183-50ML;"Similasan Tropfen gegen Krampfadern und Hämorrhoiden - AUFGELASSEN";"11.82 EUR";"13.90 EUR";752183;;"Similasan Tropfen gegen Krampfadern und Hämorrhoiden - AUFGELASSEN";"Herz, Kreislauf & Gefäße > Magen & Darm > Naturheilmittel > Homöopathie > Similasan";0;"11.82 EUR";18%;"2.09 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752183-50ML-16483485.jpg;https://www.vamida.de/similasan-tropfen-gegen-krampfadern-und-haemorrhoiden.html;onSale;"Not Active"
AT-P0752177-50ML;"Similasan Tropfen gegen Kopfweh";"8.89 EUR";"13.90 EUR";752177;"Die rasche Hilfe bei Kopfschmerzen";Similasan;"Naturheilmittel > Schmerzen & Verletzungen > Homöopathie > Similasan > homöopathische Mittel > Schmerzmittel > Wundversorgung";1;"8.89 EUR";56%;"5.01 EUR";Similasan;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0752177-50ML-16483319.jpg;https://www.vamida.de/similasan-tropfen-gegen-kopfweh.html;onSale;Active
AT-P3472395-60ST;"Pregnavit Select Phase II - AUFGELASSEN - Nachfolge PZN: 4552392 ";"22.71 EUR";"28.00 EUR";3472395;;"Pregnavit Select Phase II - AUFGELASSEN - Nachfolge PZN: 4552392";"Für Sie & Ihn > Nahrungsergänzung & Vitalität > Ratiopharm > Schwangerschaft & Baby > Pregnavit > Schwangerschaft";0;"22.71 EUR";23%;"5.29 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3472395-60ST-17941007.jpg;https://www.vamida.de/pregnavit-select-phase-ii.html;onSale;"Not Active"
AT-P3472389-60ST;"Pregnavit Select Phase I - AUFGELASSEN - Nachfolge PZN: 4552386";"22.48 EUR";"26.00 EUR";3472389;;"Pregnavit Select Phase I - AUFGELASSEN - Nachfolge PZN: 4552386";"Für Sie & Ihn > Nahrungsergänzung & Vitalität > Ratiopharm > Schwangerschaft & Baby > Pregnavit > Schwangerschaft";0;"22.48 EUR";16%;"3.52 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3472389-60ST-18209641.jpg;https://www.vamida.de/pregnavit-select-phase-i.html;onSale;"Not Active"
AT-P3818132-30ST;"Priorin 30ST";"13.40 EUR";"17.15 EUR";3818132;"Macht Haare stark von innen - speziell für Frauen - von Bayer";Priorin;"Für Sie & Ihn > Haut, Haare & Nägel > Bayer > Frauengesundheit > Haut Haare & Nägel > Summer Sale 2016";0;"13.40 EUR";28%;"3.75 EUR";Priorin;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/p/r/priorin-30-st-1.jpg;https://www.vamida.de/priorin-30st.html;onSale;Active
AT-P3743747-60ST;Prelox;"38.93 EUR";"42.50 EUR";3743747;"Prelox - das natürliche Potenzmittel mit guter Wirkung";Prelox;"Für Sie & Ihn > Männergesundheit > Lust & Liebe / Sexualität";4;"38.93 EUR";9%;"3.57 EUR";Prelox;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3743747-60ST-18209674.jpg;https://www.vamida.de/prelox.html;onSale;Active
